"Health Center Name","City","State","Total Patients","Children (< 18 years old)","Adult (18 - 64)","Older Adults (age 65 and over)","Racial and/or Ethnic Minority","Hispanic/Latino Ethnicity","Black/African American","Asian","American Indian/Alaska Native","Native Hawaiian / Other Pacific Islander","More than one race","Best Served in another language","year","category","Patients at or below 200% of poverty","Patients at or below 100% of poverty","Uninsured","Medicaid/CHIP","Medicare","Other Third Party","Hypertension","Diabetes","Asthma","HIV","Prenatal Patients","Prenatal Patients who Delivered","Access to Prenatal Care (First Prenatal Visit in 1st Trimester)","Low Birth Weight","Cervical Cancer Screening","Adolescent Weight Screening and Follow Up","Adult Weight Screening and Follow Up","Adults Screened for Tobacco Use and Receiving Cessation Intervention","Colorectal Cancer Screening","Childhood Immunization","Depression Screening","Dental Sealants","Asthma Treatment (Appropriate Treatment Plan)","Statin Therapy for the Prevention and Treatment of Cardiovascular Disease","Heart Attack/Stroke Treatment (Aspirin Therapy for Ischemic Vascular Disease Patients)","Blood Pressure Control (Hypertensive Patients with Blood Pressure < 140/90)","Uncontrolled Diabetes > 9%","HIV Linkage to Care","Breast Cancer Screening","Depression Remission","HIV Screening","Health Center Service Grant Expenditures","Total Cost","Total Cost Per Patient","Medical","Dental","Mental Health","Substance Abuse","Vision","Enabling"
"UNITED FAMILY PRACTICE HEALTH CENTER, INC.","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1612871","15159695","2028.59561086578",NA,NA,NA,NA,NA,NA
"UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2525576","22755558","2100.96556181331",NA,NA,NA,NA,NA,NA
"WEST SIDE COMMUNITY HEALTH SERVICES, INC. DBA MINNESOTA COMMUNITY CARE","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7192591","51158855","1460.76337730569",NA,NA,NA,NA,NA,NA
"CEDAR RIVERSIDE PEOPLES CENTER","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.767390402433965","0.386115336744572","0.085327064029871","0.003042456091827","-","0.035403125432167"
"COMMUNITY HEALTH SERVICES, INC.","MOORHEAD","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.803443708609272","0.027814569536424","0.229403973509934","0.000794701986755","0.009801324503311","0.801324503311258"
"COOK AREA HEALTH SERVICES, INC.","COOK","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.697944794479448","0.429492949294929","0.024377437743774","0.001650165016502","0","0.026477647764777"
"HENNEPIN CO COMMUNITY HEALTH DEPARTMENT","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.785164971471099","0","0.16770032250062","0.048127015628876","0","0.342346812205408"
"HENNEPIN COUNTY, DEPARTMENT OF PRIMARY CARE","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.677368198477587","0.397659994361432","0.131202424584156","0","0.116048773611503","0"
"INDIAN HEALTH BOARD OF MINNEAPOLIS, INC.","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.613095238095238","0.46047619047619","0.197142857142857","0.028571428571429","0","0.148809523809524"
"LAKE SUPERIOR COMMUNITY HEALTH CENTER","DULUTH","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.341949704438433","0.66225829075243","0.084560665264002","0.024346257889991","0","0.064121831479812"
"NATIVE AMERICAN COMMUNITY CLINIC","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.630308448815378","0.483683504693786","0.162047384890478","0.04224407688869","-","0.092758158247653"
"NEIGHBORHOOD HEALTHSOURCE","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","-","0.036332601804438","0.004998780785174","-","0.019995123140697"
"OPEN CITIES HEALTH CENTER","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.625867136978248","0.34320987654321","0.056084656084656","0.105349794238683","0.235743680188125","-"
"OPEN DOOR HEALTH CENTER","MANKATO","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.267035500230521","0.731673582295989","0.123467035500231","-","-","-"
"SAWTOOTH MOUNTAIN CLINIC, INC","GRAND MARAIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.995562130177515","0.038672865595943","0.074175824175824","0.014370245139476","-","0.049873203719358"
"SOUTHSIDE COMMUNITY HEALTH SERVICES","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.441017581769964","0.608682840585404","0.045771535212651","0","0.128376387388272","0"
"UNITED FAMILY PRACTICE HEALTH CENTER, INC.","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.94887991664496","0.111943214378744","0.12210210992446","0.025006512112529","0.004363115394634","0"
"UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.691251682368775","0.406729475100942","0.199282189322566","-","-","0.055989232839839"
"WEST SIDE COMMUNITY HEALTH SERVICES","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.815962022660512","0.277669953839698","0.060060847671003","0.047314309693664","0.044665337809484","0.030476290390264"
"CEDAR RIVERSIDE PEOPLES CENTER","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.896210163652024","0.114987080103359","0.028596037898364","-","-","0.010077519379845"
"COMMUNITY HEALTH SERVICES, INC.","MOORHEAD","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.816173972137275","0.015970098538906","0.227998640842678","0","-","0.620455317703024"
"COOK AREA HEALTH SERVICES, INC.","COOK","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.693241167434716","0.426574500768049","0.037557603686636","0.004147465437788","0","0.04347158218126"
"HENNEPIN CO COMMUNITY HEALTH DEPARTMENT","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.750949538795442","0","0.318502441671188","0.088442756375475","0","0.131307650569723"
"HENNEPIN COUNTY, DEPARTMENT OF PRIMARY CARE","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.679724697119691","0.341205864328478","0.130674586338566","0","0.075048319426767","-"
"INDIAN HEALTH BOARD OF MINNEAPOLIS, INC.","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.658244680851064","0.416489361702128","0.15186170212766","0.019946808510638","-","0.061170212765957"
"LAKE SUPERIOR COMMUNITY HEALTH CENTER","DULUTH","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.379258400926999","0.611008111239861","0.070104287369641","0.01460023174971","0","0.07369640787949"
"NATIVE AMERICAN COMMUNITY CLINIC","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.760262725779967","0.292282430213465","0.163656267104543","0.009852216748768","-","0.108374384236453"
"NEIGHBORHOOD HEALTHSOURCE","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.977628346049399","-","0.046941678520626","0.004396741238847","-","0.030906504590715"
"OPEN CITIES HEALTH CENTER","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.683930058284763","0.125228975853455","0.049791840133222","-","0.237302248126561","-"
"OPEN DOOR HEALTH CENTER","MANKATO","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.280852280852281","0.684970684970685","0.148148148148148","0","0","0"
"SAWTOOTH MOUNTAIN CLINIC, INC","GRAND MARAIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.989263420724095","0.038701622971286","0.063171036204744","0.014232209737828","-","0.064419475655431"
"SOUTHSIDE COMMUNITY HEALTH SERVICES","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.538965858485898","0.427140029688273","0.076694705591291","0","0.12097971301336","0"
"UNITED FAMILY PRACTICE HEALTH CENTER, INC.","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.940475393371276","0.108603950451958","0.107398727820556","0.019551389353867","0","0"
"UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.7255859375","0.289453125","0.18310546875","0.0091796875","-","0.08603515625"
"WEST SIDE COMMUNITY HEALTH SERVICES","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.878320069038259","0.193083389267108","0.063317032633362","0.030907405631732","0.025058330936172","0.015533608207882"
"CEDAR RIVERSIDE PEOPLES CENTER","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.819423368740516","0.198234239205408","0.044144019864809","-","-","0.082356187060284"
"COMMUNITY HEALTH SERVICES, INC.","MOORHEAD","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.852649407210259","0.019598354706025","0.163803532542947","0.030486329542705","-","0.18267602225986"
"COOK AREA HEALTH SERVICES, INC.","COOK","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.664509466437177","0.448330464716007","0.0384165232358","0.001996557659208","0","0.045783132530121"
"HENNEPIN CO COMMUNITY HEALTH DEPARTMENT","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.720917963597995","0","0.376154049063572","0.054075441835927","0","0.092851490371934"
"HENNEPIN COUNTY, DEPARTMENT OF PRIMARY CARE","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.715315400197861","0.327601639421492","0.131719037075423","0","0.077778301220144","0"
"INDIAN HEALTH BOARD OF MINNEAPOLIS, INC.","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.604925602873268","0.464340687532068","0.161108260646485","0.016162134427912","0","0.110569522832222"
"LAKE SUPERIOR COMMUNITY HEALTH CENTER","DULUTH","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.292104102337891","0.698014997794442","0.042699602999559","0.008557565063961","-","0.166122629025143"
"NATIVE AMERICAN COMMUNITY CLINIC","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.745846691926552","0.312153890993879","0.183911396094433","0","0","0.308073447974351"
"NEIGHBORHOOD HEALTHSOURCE","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.980002580312218","-","0.059218165398013","0.005160624435557","-","0.046316604309121"
"OPEN CITIES HEALTH CENTER","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.638144885852957","0.193960093474744","0.052669422973216","0.010965306489304","0.286715800826892","-"
"OPEN DOOR HEALTH CENTER","MANKATO","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.249719101123595","0.773174157303371","0.107865168539326","0","0","0"
"SAWTOOTH MOUNTAIN CLINIC, INC","GRAND MARAIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.994011976047904","0.036646706586826","0.078323353293413","0.016766467065868","0","0.061077844311377"
"SOUTHSIDE COMMUNITY HEALTH SERVICES","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.513735046521932","0.51140894993354","0.09016393442623","-","0.143996455471865","-"
"UNITED FAMILY PRACTICE HEALTH CENTER, INC.","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.901312682972896","0.188025309283218","0.07942204174143","0.009254887147039","-","0"
"UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.689457349760181","0.390388413429888","0.142104768174551","0.007617793661243","-","0.084642151791592"
"WEST SIDE COMMUNITY HEALTH SERVICES, INC. DBA MINNESOTA COMMUNITY CARE","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.842446792677482","0.231076052984075","0.057746688495312","0.003691025450216","0.047685667510046","0.01640125018604"
"CEDAR RIVERSIDE PEOPLES CENTER","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.676515151515152","0.375151515151515","0.089393939393939","-","-","0.00969696969697"
"COMMUNITY HEALTH SERVICES, INC.","MOORHEAD","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.939684503557068","0.007423445716053","0.044849984534488","0.008042066192391","0","0.188060624806681"
"COOK AREA HEALTH SERVICES, INC.","COOK","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.701464435146444","0.454114365411437","0.036401673640167","0.002092050209205","0","0.072663877266388"
"HENNEPIN CO COMMUNITY HEALTH DEPARTMENT","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.787411217242224","-","0.348028410482488","0.058535390644134","0","0.10555963752143"
"HENNEPIN COUNTY, DEPARTMENT OF PRIMARY CARE","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.712815405046481","0.336700815784481","0.134177575412635","0","0.10553025991273","0"
"INDIAN HEALTH BOARD OF MINNEAPOLIS, INC.","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.655650566212156","0.321469840536168","0.165934827825283","0.028426161312688","-","0.051074647561821"
"LAKE SUPERIOR COMMUNITY HEALTH CENTER","DULUTH","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.305224990702864","0.666790628486426","0.036072889550019","0.013480847898847","0","0.088880624767572"
"NATIVE AMERICAN COMMUNITY CLINIC","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.671513353115727","0.418694362017804","0.14540059347181","-","-","0.413946587537092"
